pattern	0+	5+	10+	15+	20+	25+	30+	35+	40+	45+	50+	55+	60+
home---leisure	16	0	0	0	0	0	0	0	0	0	0	0	0
home---study	279	5	0	0	0	0	0	0	0	0	0	0	0
home---work	377	6	0	0	0	0	0	0	0	0	0	0	0
leisure---home	15	1	0	0	0	0	0	0	0	0	0	0	0
shopping---home	246	6	0	0	0	0	0	0	0	0	0	0	0
study---home	67	1	0	0	0	0	0	0	0	0	0	0	0
study---work	214	2	0	0	0	0	0	0	0	0	0	0	0
work---home	279	3	0	0	0	0	0	0	0	0	0	0	0
work---shopping	244	8	0	0	0	0	0	0	0	0	0	0	0

average trip duration: 159.50254381006218 seconds = 00:02:39
